10000 50
1684 5297 15258
1685 3939 2767
1686 7959 9082
1687 7503 15680
1688 16826 11250
1689 6147 17225
1690 12248 10873
1691 3848 2917
1692 78 13662
1693 1019 7452
1694 16499 17017
1695 3438 6441
1696 1617 1569
1697 350 9967
1698 11022 10297
1699 1906 19349
1700 18467 12670
1701 1752 2197
1702 17876 2778
1703 14027 5606
1704 2831 11054
1705 1926 173
1706 3089 11430
1707 1444 5773
1708 9577 19519
1709 12887 2462
1710 8902 2427
1711 3995 16324
1712 6290 6871
1713 13519 697
1714 16397 13663
1715 6333 15425
1716 17621 14864
1717 17641 4436
1718 6393 11848
1719 2901 8019
1720 4544 9223
1721 17005 4826
1722 6951 3984
1723 3502 18448
1724 909 12879
1725 15305 16388
1726 9063 6163
1727 13033 15652
1728 16348 15352
1729 5367 2903
1730 18327 12744
1731 3959 8051
1732 8838 12299
1733 499 17951
1734 5970 15230
1735 805 3399
1736 4577 10513
1737 10848 17809
1738 16256 7879
1739 17109 14350
1740 10737 17164
1741 19678 8765
1742 4416 16152
1743 7855 12710
1744 15613 17115
1745 6211 13221
1746 1271 10291
1747 18942 10169
1748 4472 10108
1749 1690 19440
1750 19190 10441
1751 17305 2494
1752 16654 118
1753 4348 8152
1754 18853 12909
1755 6424 1456
1756 6573 5942
1757 2093 6102
1758 15163 7340
1759 4455 9947
1760 19520 7127
1761 13770 7017
1762 17185 790
1763 7250 12711
1764 8502 1656
1765 8448 5291
1766 7784 4043
1767 513 2104
1768 6608 789
1769 13697 1212
1770 19020 1812
1771 7753 16472
1772 18925 5592
1773 12931 6197
1774 16144 14088
1775 17566 13737
1776 753 15663
1777 12804 11335
1778 397 14290
1779 12297 16405
1780 1695 8898
1781 9293 17097
1782 19200 5830
1783 6618 6157
1784 7368 2159
1785 323 16666
1786 13138 6387
1787 11978 8075
1788 14272 12062
1789 2501 4909
1790 14997 6767
1791 18781 67
1792 11401 15750
1793 10039 7936
1794 4341 11798
1795 17047 2335
1796 19431 2387
1797 8217 2691
1798 8847 14983
1799 13493 11186
1800 7852 16215
1801 18953 13815
1802 18242 17341
1803 5754 10931
1804 12191 8865
1805 15631 8255
1806 4673 7187
1807 19288 10763
1808 18698 16073
1809 4222 9326
1810 11661 19390
1811 1777 17621
1812 311 7443
1813 2425 9993
1814 17530 5510
1815 18076 12270
1816 6084 5381
1817 2721 17028
1818 4310 4325
1819 13189 8475
1820 13081 16500
1821 39 5171
1822 15933 17753
1823 10177 19326
1824 8652 10983
1825 10372 14399
1826 8371 16664
1827 458 12148
1828 18492 5033
1829 10542 19235
1830 11504 16022
1831 17754 8617
1832 1997 13939
1833 18264 16827
1834 1653 6306
1835 19158 7804
1836 9327 14733
1837 8837 19196
1838 18521 5259
1839 12593 19013
1840 9763 3524
1841 16539 2965
1842 11464 18133
1843 3166 13349
1844 12583 6308
1845 2329 10059
1846 15028 438
1847 14376 16434
1848 13260 17024
1849 3329 8991
1850 13147 14912
1851 5996 2486
1852 18033 2473
1853 4083 14832
1854 10197 12906
1855 16429 16676
1856 19640 19959
1857 14444 9320
1858 2668 7455
1859 13762 13961
1860 371 11602
1861 12039 12442
1862 8876 15398
1863 12421 6414
1864 11757 18487
1865 13399 12102
1866 10939 4903
1867 7375 15746
1868 6930 5324
1869 18229 11457
1870 8132 17126
1871 13436 11009
1872 16680 4123
1873 11578 4231
1874 18191 19347
1875 10948 1691
1876 14133 14914
1877 10311 19338
1878 5752 3008
1879 1494 19084
1880 7537 17508
1881 2410 11244
1882 6990 14827
1883 150 6136
1884 17592 13919
1885 7396 18378
1886 5739 5724
1887 6198 831
1888 1414 2418
1889 18117 17775
1890 19466 15956
1891 10869 5416
1892 4754 9950
1893 12957 1180
1894 16615 6857
1895 716 10802
1896 18398 4151
1897 18977 19477
1898 5612 1739
1899 12009 19127
1900 13856 3203
1901 5278 19404
1902 16586 19594
1903 2012 11476
1904 5602 17999
1905 10307 128
1906 5543 1419
1907 11368 1175
1908 2354 6648
1909 13504 4324
1910 11478 18968
1911 19470 14219
1912 13695 6227
1913 7965 18447
1914 13925 19306
1915 18861 19973
1916 15728 7780
1917 3726 4138
1918 11965 8665
1919 3016 5737
1920 2216 17567
1921 18985 13322
1922 14496 4110
1923 10758 10353
1924 11028 13202
1925 8521 4261
1926 14832 18857
1927 5083 7991
1928 2789 8526
1929 4184 13047
1930 9371 16713
1931 4492 3044
1932 3533 1450
1933 6467 8217
1934 10305 15498
1935 13064 9482
1936 19155 8872
1937 12982 8400
1938 18752 10002
1939 3203 91
1940 703 6132
1941 4988 8076
1942 16066 15534
1943 412 10071
1944 19469 15206
1945 11918 947
1946 3990 5192
1947 2993 12761
1948 17330 3874
1949 19371 9459
1950 15292 7634
1951 12858 8786
1952 13538 10798
1953 800 2191
1954 2281 12289
1955 14772 354
1956 8429 19335
1957 11221 19760
1958 6182 846
1959 16051 7984
1960 8930 2002
1961 7193 4320
1962 17081 9271
1963 13144 6538
1964 12348 14410
1965 18395 8867
1966 14004 7640
1967 14789 7604
1968 9794 7541
1969 16182 15588
1970 15942 8426
1971 4113 10953
1972 7064 722
1973 1568 15333
1974 3316 13245
1975 15247 13970
1976 18290 12245
1977 1515 18791
1978 5328 11722
1979 6131 11010
1980 19876 17676
1981 1667 877
1982 8481 10232
1983 17772 16455
1984 12043 14626
1985 19404 10305
1986 1258 4336
1987 5057 3516
1988 18848 4673
1989 17918 2976
1990 16946 18515
1991 10759 13164
1992 11954 11587
1993 3308 8625
1994 19634 17282
1995 11309 5790
1996 3018 15862
1997 6093 12975
1998 9429 7850
1999 2476 216
2000 6873 17823
2001 2158 18231
2002 1746 4482
2003 9154 3567
2004 6542 593
2005 15459 7071
2006 16586 19839
2007 11425 6217
2008 11193 8540
2009 2173 11084
2010 16873 7178
2011 3039 9833
2012 2807 16243
2013 4092 5483
2014 2051 8587
2015 6410 2919
2016 1149 8923
2017 9756 4919
2018 8485 19246
2019 16190 18909
2020 5980 11379
2021 11217 11648
2022 14216 2565
2023 7456 18994
2024 10077 5408
2025 12586 5980
2026 15812 3302
2027 15896 11976
2028 13811 14970
2029 3557 19987
2030 19258 12213
2031 17487 6318
2032 11236 16758
2033 16004 7242
2034 6150 16073
2035 7451 12193
2036 3841 8481
2037 7398 15019
2038 14012 18056
2039 19816 11205
2040 17185 441
2041 94 12401
2042 728 9348
2043 4318 15989
2044 15975 14538
2045 3102 7874
2046 14191 11584
2047 8342 588
2048 7829 1778
2049 14202 697
2050 12889 10331
2051 18811 18004
2052 13023 13081
2053 11137 2560
2054 13765 3386
2055 178 7304
2056 16056 7301
2057 16648 271
2058 16259 16783
2059 7673 965
2060 8838 8586
2061 169 10774
2062 11362 19380
2063 17510 4862
2064 5558 19190
2065 9520 11711
2066 6067 18447
2067 7879 4683
2068 7242 19089
2069 18826 15367
2070 2670 17358
2071 4658 19004
2072 15626 18725
2073 15508 1306
2074 2270 11885
2075 470 19532
2076 10305 7460
2077 3191 16990
2078 1852 1666
2079 17208 17052
2080 8763 7409
2081 2207 3079
2082 7761 14829
2083 10269 10086
2084 5452 11355
2085 8712 5446
2086 801 8122
2087 6846 13370
2088 11027 16427
2089 4663 18705
2090 18236 13296
2091 17107 5132
2092 2121 8541
2093 6558 16650
2094 13701 324
2095 7733 117
2096 3196 18815
2097 13643 6291
2098 16376 7308
2099 15014 263
2100 2061 18180
2101 6301 78
2102 13447 2861
2103 15639 9498
2104 4555 825
2105 10472 301
2106 5432 2790
2107 7682 7579
2108 580 3905
2109 4228 10592
2110 10708 14280
2111 13095 8312
2112 14603 10255
2113 13915 3089
2114 19704 7330
2115 5509 5280
2116 5357 1764
2117 976 8161
2118 14011 15155
2119 15979 16615
2120 16915 18565
2121 1354 6451
2122 10381 18699
2123 18955 5388
2124 15979 10960
2125 5239 19534
2126 7846 3038
2127 9645 14685
2128 17774 18800
2129 6129 3559
2130 8838 13829
2131 15592 7990
2132 16150 10547
2133 5701 12919
2134 9533 10160
2135 8724 1680
2136 8130 2800
2137 1498 6430
2138 11817 18510
2139 5821 16804
2140 16337 4147
2141 7184 11059
2142 2096 534
2143 19333 16828
2144 16738 16221
2145 10049 1814
2146 9803 1928
2147 12474 1992
2148 14910 2304
2149 12464 14526
2150 16205 4443
2151 3594 17539
2152 320 686
2153 15547 1443
2154 18246 8488
2155 12634 1367
2156 8778 14582
2157 15116 16170
2158 9349 10873
2159 7093 10800
2160 12613 2439
2161 4366 17141
2162 19132 2415
2163 1071 13191
2164 7716 10393
2165 11187 13534
2166 7424 273
2167 958 14780
2168 16222 4096
2169 12583 16505
2170 14223 10819
2171 1753 1569
2172 14090 3000
2173 13872 13220
2174 4019 19790
2175 2228 17316
2176 14456 12984
2177 11750 2945
2178 16135 9939
2179 16684 12820
2180 2705 203
2181 475 7870
2182 2650 10129
2183 14224 17784
2184 10640 15223
2185 2394 3158
2186 4726 4863
2187 4214 4146
2188 17365 15167
2189 14957 14438
2190 11753 17735
2191 10718 17184
2192 16481 2561
2193 8851 2468
2194 15287 8967
2195 9169 5534
2196 13404 17992
2197 4472 5995
2198 3779 12405
2199 3979 15047
2200 14556 14418
2201 19280 6372
2202 6869 15634
2203 10800 3494
2204 14283 585
2205 18320 5756
2206 19292 6035
2207 8595 5389
2208 4208 15772
2209 1090 13798
2210 19331 19495
2211 13838 10259
2212 12605 9086
2213 1490 14661
2214 6059 16383
2215 10801 1821
2216 8192 614
2217 16247 6432
2218 6277 11413
2219 11997 7047
2220 9154 559
2221 2946 6668
2222 12057 8445
2223 568 7892
2224 1689 16264
2225 12110 18010
2226 4620 1020
2227 6457 2299
2228 16959 17224
2229 13607 4299
2230 6119 3017
2231 19983 759
2232 3542 10662
2233 2074 16229
2234 19627 9819
2235 6729 14071
2236 738 8781
2237 13577 9674
2238 17566 9146
2239 5410 10497
2240 8506 19254
2241 16625 13871
2242 16170 13125
2243 10348 19434
2244 3732 13128
2245 12497 306
2246 1064 9850
2247 511 12479
2248 5059 958
2249 10776 18937
2250 9359 4686
2251 13466 17504
2252 3530 6448
2253 15594 7042
2254 17538 1095
2255 16700 17355
2256 11225 2395
2257 15519 9677
2258 9110 3746
2259 13226 2219
2260 2524 9193
2261 19042 5722
2262 14552 19940
2263 897 15904
2264 11192 19610
2265 4295 8024
2266 1879 550
2267 6998 14112
2268 1154 1760
2269 2854 2591
2270 16297 15043
2271 13790 15906
2272 1934 3873
2273 7619 9308
2274 7878 7395
2275 16587 844
2276 2917 6754
2277 6693 11980
2278 7883 17468
2279 13429 3941
2280 8316 19075
2281 15976 17724
2282 11835 6546
2283 8306 2973
2284 1915 9340
2285 735 7511
2286 3416 18211
2287 18436 14524
2288 183 1701
2289 9095 6054
2290 6897 8061
2291 14814 2033
2292 14012 9813
2293 3632 17858
2294 18150 1895
2295 17321 17060
2296 11135 2817
2297 9362 13296
2298 12621 19322
2299 5013 17667
2300 5178 10887
2301 5450 5747
2302 16622 4945
2303 6646 3885
2304 9938 13157
2305 1217 12092
2306 14125 13186
2307 19350 12382
2308 6591 4488
2309 6382 2981
2310 16392 1092
2311 3908 54
2312 9702 7527
2313 6848 13269
2314 7288 18674
2315 9560 8212
2316 10311 12465
2317 13761 15009
2318 15245 6932
2319 88 16758
2320 8850 1534
2321 14719 17656
2322 6389 19326
2323 3813 14068
2324 13400 12979
2325 14070 6547
2326 2952 9792
2327 13670 14329
2328 7598 9005
2329 7678 16869
2330 5080 14885
2331 3701 13590
2332 4950 15390
2333 18674 17461
2334 14219 195
2335 1728 15113
2336 9121 19420
2337 15097 16447
2338 6866 15509
2339 4840 15261
2340 1807 16618
2341 6409 15261
2342 9590 1111
2343 10115 16430
2344 13298 13539
2345 4775 17793
2346 11382 14729
2347 10119 8475
2348 2287 16331
2349 12877 5144
2350 256 12857
2351 8628 14605
2352 7403 5728
2353 1237 76
2354 15337 10620
2355 7237 2428
2356 17688 13495
2357 14605 13645
2358 10074 7277
2359 17167 4720
2360 18864 19723
2361 14452 1941
2362 6767 6597
2363 19279 922
2364 6065 5406
2365 18262 12156
2366 3112 2672
2367 8400 3242
2368 3317 10514
2369 1133 5988
2370 8415 15005
2371 8500 4722
2372 18366 6102
2373 9731 19456
2374 527 4792
2375 866 6897
2376 8838 19390
2377 2338 15317
2378 12590 15604
2379 1009 1617
2380 10124 15006
2381 17678 15623
2382 15216 9587
2383 16452 2429
2384 8416 14884
2385 9889 17584
2386 18657 16830
2387 19283 14740
2388 14195 17023
2389 18166 9013
2390 15910 14722
2391 10463 15383
2392 7052 4747
2393 16702 12801
2394 10769 19641
2395 14647 14063
2396 6037 17244
2397 6830 8676
2398 11104 17604
2399 12487 3281
2400 17216 19519
2401 12700 18727
2402 13466 15873
2403 9247 11982
2404 995 7661
2405 2382 3764
2406 19146 13256
2407 14354 12844
2408 1996 6197
2409 2190 11055
2410 1469 12764
2411 6359 16836
2412 5511 3857
2413 1460 13188
2414 16468 12966
2415 12484 13947
2416 12673 13684
2417 5908 1535
2418 13516 6139
2419 10151 15154
2420 18917 14510
2421 7765 8884
2422 18079 18062
2423 611 18470
2424 9525 75
2425 9190 2800
2426 19635 7345
2427 11202 15549
2428 8736 1497
2429 14462 12661
2430 2959 1556
2431 11591 3297
2432 4831 15632
2433 18122 17498
2434 12651 14698
2435 5560 4624
2436 13507 7919
2437 2332 9676
2438 8146 11585
2439 8011 2942
2440 5741 17670
2441 1366 17201
2442 9101 1727
2443 19575 12567
2444 5228 17836
2445 15743 10388
2446 13684 4538
2447 169 7333
2448 4830 14866
2449 9564 14642
2450 19265 13832
2451 1750 15123
2452 1150 12771
2453 708 4082
2454 7023 9295
2455 3316 8718
2456 5918 9116
2457 7194 4682
2458 17248 15018
2459 9206 6769
2460 17156 18827
2461 3365 4948
2462 8633 7192
2463 2057 19885
2464 10879 13462
2465 3646 7972
2466 19446 10143
2467 19266 5395
2468 5828 596
2469 9890 19973
2470 8690 9203
2471 18318 13206
2472 17887 10960
2473 2329 5511
2474 8631 11486
2475 6665 7886
2476 9186 5787
2477 12978 6381
2478 6265 17818
2479 7631 11386
2480 15710 17143
2481 3638 11276
2482 13023 15155
2483 12102 2903
2484 19227 18850
2485 8052 1992
2486 11549 4268
2487 15227 2721
2488 4584 5787
2489 17272 13908
2490 1793 13214
2491 15352 288
2492 6668 7330
2493 5147 4681
2494 16067 12933
2495 6427 12778
2496 405 8128
2497 3282 10064
2498 9318 13427
2499 8629 11736
2500 10079 8544
2501 12812 13032
2502 12105 1627
2503 7413 4390
2504 18297 16688
2505 6253 1036
2506 17676 16442
2507 3771 1605
2508 6285 4343
2509 17275 8918
2510 18047 18703
2511 6830 54
2512 10117 18451
2513 8230 6464
2514 18199 15787
2515 4330 16858
2516 9889 8277
2517 6255 17141
2518 1531 1993
2519 15032 10019
2520 7406 16179
2521 12620 1285
2522 19241 5081
2523 9424 12743
2524 1660 1877
2525 16932 3050
2526 3103 16058
2527 10860 3761
2528 6576 9572
2529 5358 19089
2530 15946 4774
2531 9402 6039
2532 19532 2187
2533 531 15656
2534 5674 17414
2535 13592 15563
2536 13199 13080
2537 18160 2564
2538 15306 8791
2539 10667 7583
2540 6985 13317
2541 9374 7598
2542 7711 10087
2543 16010 16585
2544 15674 14286
2545 15412 17719
2546 3758 7971
2547 6509 4813
2548 469 3289
2549 702 7040
2550 18954 2494
2551 11925 10645
2552 9560 12152
2553 17294 10085
2554 14019 4865
2555 14533 7960
2556 11910 1003
2557 7442 258
2558 16843 19620
2559 10257 19803
2560 17522 12516
2561 16838 5668
2562 6833 17631
2563 919 3347
2564 10386 3653
2565 6146 17972
2566 4968 5691
2567 17842 18071
2568 4507 14528
2569 15744 11487
2570 19446 14877
2571 15880 10277
2572 6886 7707
2573 3678 19673
2574 19475 3728
2575 12595 10287
2576 15954 13348
2577 10978 9433
2578 9131 19138
2579 2790 8248
2580 2571 19516
2581 5206 5288
2582 19710 7539
2583 18418 19399
2584 10885 4216
2585 19092 10513
2586 17141 6682
2587 10741 11323
2588 7347 4027
2589 4106 14418
2590 1056 6822
2591 169 16701
2592 2485 17010
2593 12499 7499
2594 15746 11615
2595 7482 15289
2596 16928 18317
2597 2207 9039
2598 4789 16637
2599 17204 16976
2600 7488 12025
2601 15058 12647
2602 3970 4629
2603 8655 5798
2604 16568 7668
2605 14489 9112
2606 5812 17623
2607 10984 11010
2608 18508 4648
2609 12614 3483
2610 15123 10605
2611 8921 95
2612 5485 8402
2613 5038 7479
2614 4454 10273
2615 2297 18593
2616 11239 11942
2617 12922 17355
2618 3152 11560
2619 19228 17928
2620 7039 16071
2621 13694 10068
2622 17429 9203
2623 13850 1029
2624 4511 15936
2625 2893 2816
2626 2910 15985
2627 4386 8165
2628 15644 4747
2629 15019 5775
2630 4367 16449
2631 4742 17316
2632 11022 11958
2633 19869 17663
2634 11942 10525
2635 6596 19096
2636 5516 18981
2637 8183 16641
2638 17669 2944
2639 15232 18384
2640 1199 18532
2641 10868 18124
2642 2640 461
2643 5207 15254
2644 1028 18283
2645 14732 225
2646 13892 1747
2647 13704 15825
2648 13488 1265
2649 11790 9924
2650 5372 5429
2651 761 14737
2652 11377 10887
2653 10182 8943
2654 3679 5397
2655 280 1765
2656 16240 4877
2657 5337 11148
2658 2753 18880
2659 17162 6895
2660 7120 132
2661 1878 8245
2662 4070 17363
2663 18628 11933
2664 1857 13909
2665 15689 6769
2666 1505 7228
2667 14466 16450
2668 1744 9233
2669 10981 4647
2670 6412 1774
2671 6651 11261
2672 18760 2651
2673 1530 8339
2674 15234 1512
2675 17995 15044
2676 19640 18705
2677 12419 16225
2678 8157 61
2679 13969 7398
2680 14166 6365
2681 9944 6010
2682 2459 15670
2683 4902 761
2684 1760 554
2685 2328 12235
2686 19847 4523
2687 3525 5330
2688 10020 18606
2689 16469 5055
2690 16450 1605
2691 16661 14463
2692 10687 12441
2693 12502 9080
2694 16477 15196
2695 17912 6470
2696 8831 10643
2697 2664 4208
2698 4968 7641
2699 8195 3918
2700 16152 3079
2701 7601 6874
2702 12203 15998
2703 14603 11126
2704 12532 18574
2705 179 7423
2706 18237 8981
2707 1421 16839
2708 5918 8924
2709 471 13922
2710 16744 18747
2711 5741 14734
2712 18941 1926
2713 9567 8404
2714 12321 261
2715 3339 14113
2716 986 4824
2717 821 10940
2718 18417 9540
2719 8113 11775
2720 19197 10948
2721 19928 8291
2722 1482 13786
2723 19061 17700
2724 7974 3751
2725 2497 19531
2726 10616 1069
2727 2994 8237
2728 12993 9557
2729 6169 8912
2730 3024 1665
2731 6489 5859
2732 13150 4009
2733 9900 7309
2734 15436 11566
2735 2513 14365
2736 2655 10984
2737 4769 18792
2738 12844 488
2739 4239 3829
2740 19711 817
2741 18237 6735
2742 11324 10327
2743 16235 17582
2744 6494 4316
2745 5980 2403
2746 8261 9517
2747 9878 12468
2748 16129 17763
2749 9328 19777
2750 14141 11564
2751 18899 11841
2752 10632 13148
2753 13635 3668
2754 7496 3475
2755 643 14225
2756 960 3559
2757 13885 15231
2758 12813 8635
2759 12950 10119
2760 8873 15658
2761 5174 15281
2762 4101 13485
2763 11247 11403
2764 7532 16581
2765 4496 575
2766 8767 18024
2767 7523 3394
2768 7061 19398
2769 19225 1158
2770 15382 10909
2771 14467 16219
2772 11450 12693
2773 1327 4703
2774 11173 614
2775 16271 10628
2776 2261 45
2777 13529 17796
2778 5551 6361
2779 2941 1128
2780 18054 13082
2781 11105 3788
2782 7181 6820
2783 2569 18628
2784 16137 10594
2785 17854 18145
2786 14364 7870
2787 16915 8672
2788 13374 2165
2789 19130 14593
2790 5221 4546
2791 942 11752
2792 5899 7481
2793 10193 10822
2794 11949 11449
2795 4530 9485
2796 13272 10002
2797 13173 11987
2798 6966 16804
2799 7397 15742
2800 13886 19454
2801 3675 5250
2802 10273 4601
2803 6765 589
2804 15182 3646
2805 4543 5894
2806 13997 16754
2807 586 5484
2808 12658 19896
2809 11344 10778
2810 262 4606
2811 10960 12226
2812 564 9885
2813 6688 4132
2814 16225 7529
2815 3334 10437
2816 12038 10111
2817 14711 7008
2818 7597 2311
2819 2308 17828
2820 73 19130
2821 12235 3203
2822 5038 14070
2823 13965 12820
2824 19949 17695
2825 18653 5308
2826 17533 16562
2827 6446 9612
2828 10095 18096
2829 1976 9485
2830 19921 6320
2831 16430 5309
2832 8669 11959
2833 10621 7492
2834 5319 16265
2835 11746 12928
2836 16130 5392
2837 15813 3980
2838 13151 1168
2839 18862 9777
2840 15084 13099
2841 9660 13866
2842 3477 8969
2843 3416 16105
2844 1941 9924
2845 16243 1744
2846 3404 1862
2847 13820 9024
2848 12867 12072
2849 4688 4440
2850 13719 18186
2851 19929 16433
2852 16764 9849
2853 7368 15741
2854 1869 9914
2855 19364 2581
2856 16447 13304
2857 2272 9023
2858 1479 16275
2859 6198 2040
2860 3783 3420
2861 1633 2440
2862 7815 3538
2863 15610 15452
2864 16243 682
2865 15219 297
2866 13082 6313
2867 12513 11499
2868 3591 9845
2869 16111 19880
2870 18813 5459
2871 15114 11826
2872 849 11611
2873 7885 17386
2874 15777 18679
2875 18450 14083
2876 12874 15911
2877 19448 82
2878 11885 17041
2879 14074 15057
2880 15354 4479
2881 10792 9292
2882 17142 4787
2883 10983 3304
2884 19536 732
2885 2542 3445
2886 15271 18348
2887 9958 17655
2888 11392 12471
2889 11149 14194
2890 8276 3520
2891 19430 9599
2892 9680 17502
2893 10894 18878
2894 10286 17917
2895 2395 4967
2896 14258 1991
2897 6777 13186
2898 16490 7751
2899 4834 17760
2900 1204 12377
2901 10724 3727
2902 17733 16474
2903 8944 17033
2904 11226 9125
2905 12644 16445
2906 2395 15854
2907 9707 8426
2908 3655 8426
2909 6342 600
2910 5566 13940
2911 15931 8737
2912 1922 16175
2913 3925 19059
2914 13170 14763
2915 7139 5110
2916 8836 14374
2917 7199 14214
2918 11246 6568
2919 12044 12495
2920 5291 18824
2921 11029 4688
2922 9465 7685
2923 16110 735
2924 17686 13119
2925 7058 2452
2926 11188 19603
2927 15777 19340
2928 18399 9461
2929 4224 16053
2930 1162 7920
2931 2293 11362
2932 5576 6349
2933 12916 5844
2934 14690 13173
2935 8348 4960
2936 5999 19980
2937 4016 19376
2938 16462 15463
2939 4933 125
2940 18928 14147
2941 13749 11990
2942 7682 6467
2943 15928 5877
2944 18281 2432
2945 10351 151
2946 7864 15794
2947 2142 8996
2948 11191 9791
2949 19316 11410
2950 16369 5880
2951 2211 7663
2952 3391 18719
2953 14181 6226
2954 2702 19852
2955 13999 19113
2956 7454 17982
2957 4448 4099
2958 6328 11487
2959 13918 375
2960 16877 4608
2961 402 621
2962 9616 1093
2963 10883 18895
2964 10304 806
2965 3037 6550
2966 14213 3024
2967 1742 1599
2968 4176 17603
2969 13806 12274
2970 7738 3229
2971 1210 7804
2972 8255 15192
2973 6678 5658
2974 2384 14582
2975 15541 16948
2976 17568 19261
2977 353 12294
2978 7541 3535
2979 692 7587
2980 14137 17844
2981 868 3728
2982 5326 4701
2983 18655 18961
2984 11235 5853
2985 9081 12460
2986 16616 18972
2987 10515 10291
2988 12300 1222
2989 12155 13545
2990 10492 14683
2991 13943 7695
2992 16341 4411
2993 7945 10647
2994 14586 3881
2995 18076 8636
2996 8715 5074
2997 9774 18943
2998 14256 10392
2999 16244 8428
3000 17239 5490
3001 4461 5324
3002 11966 13854
3003 11427 11328
3004 4872 4265
3005 18948 3581
3006 11276 15363
3007 19773 9242
3008 16241 3968
3009 7848 4069
3010 12704 10826
3011 15899 5923
3012 1218 17770
3013 8161 2024
3014 6803 15473
3015 17314 756
3016 6079 4041
3017 14247 18126
3018 9453 14397
3019 18661 5673
3020 9254 14324
3021 6038 17608
3022 3202 16881
3023 848 2162
3024 6230 19442
3025 10267 5047
3026 7321 15285
3027 13054 2517
3028 4540 4890
3029 16714 17566
3030 18321 11342
3031 15382 14027
3032 8505 752
3033 15148 5980
3034 11653 17957
3035 8633 13808
3036 7768 17258
3037 10490 14670
3038 16832 10969
3039 10410 11337
3040 12735 3061
3041 14698 17028
3042 19544 55
3043 4945 7751
3044 1669 4083
3045 15424 1658
3046 12037 19989
3047 17092 7157
3048 13137 541
3049 18497 12239
3050 2399 1141
3051 18398 7129
3052 18151 10166
3053 1134 5239
3054 12927 14982
3055 14394 7895
3056 4922 5661
3057 2067 9091
3058 13194 4465
3059 4899 7011
3060 5021 14862
3061 11202 322
3062 3830 13409
3063 13949 8294
3064 532 16966
3065 14458 8797
3066 12278 2930
3067 9447 9207
3068 14445 10428
3069 1761 6932
3070 14826 7371
3071 13031 16154
3072 5245 16099
3073 16915 11450
3074 14812 14790
3075 9651 1813
3076 18486 19832
3077 13240 17204
3078 5497 2316
3079 15633 3540
3080 12337 2381
3081 1662 6443
3082 15649 4614
3083 11393 11109
3084 14392 10094
3085 13816 13153
3086 9306 9218
3087 1668 3199
3088 14648 10902
3089 5691 14935
3090 16747 9459
3091 5643 11693
3092 8897 11585
3093 10252 15234
3094 18774 10745
3095 13125 2236
3096 8678 11110
3097 12075 14787
3098 2247 4327
3099 10772 3467
3100 16619 12990
3101 18559 4587
3102 4137 5924
3103 13178 227
3104 15161 18784
3105 4595 18868
3106 6913 8259
3107 19843 10237
3108 5470 15809
3109 6553 6446
3110 8682 4243
3111 11704 16030
3112 7168 17359
3113 18037 3778
3114 3596 5766
3115 18755 8808
3116 9747 214
3117 2490 17314
3118 17540 13883
3119 9019 15667
3120 10886 9052
3121 17310 13613
3122 201 14150
3123 9958 13505
3124 19950 5670
3125 6265 12863
3126 8892 8631
3127 2342 14320
3128 14450 12411
3129 18176 378
3130 5538 18045
3131 14611 16930
3132 14243 11636
3133 1870 17100
3134 9118 8134
3135 17185 10888
3136 852 16355
3137 10505 10847
3138 4351 1052
3139 3074 16814
3140 9676 652
3141 5635 9338
3142 3657 14919
3143 7329 7976
3144 4705 18106
3145 12503 5504
3146 18786 10242
3147 1877 7113
3148 4212 13028
3149 17514 99
3150 10986 9681
3151 2387 14698
3152 1896 8190
3153 9241 12891
3154 6057 6246
3155 6898 12314
3156 18003 12084
3157 7003 12532
3158 16859 1660
3159 16117 10683
3160 12539 1563
3161 11805 8619
3162 15731 11324
3163 703 10033
3164 6483 16294
3165 2326 18216
3166 9266 17469
3167 5658 1065
3168 10307 11161
3169 17407 11250
3170 19916 16363
3171 8447 656
3172 9539 17918
3173 19577 11801
3174 2483 6397
3175 4311 12046
3176 17016 15021
3177 6344 12467
3178 18852 9099
3179 1744 7047
3180 5262 5334
3181 2802 422
3182 1486 10879
3183 2040 4811
3184 12413 11792
3185 8155 15798
3186 16453 12328
3187 10245 16601
3188 8401 2343
3189 5091 6174
3190 14571 7235
3191 2256 9401
3192 1868 11586
3193 684 4951
3194 11997 719
3195 6052 18780
3196 19201 13611
3197 4489 5206
3198 6368 686
3199 12477 2880
3200 18677 18780
3201 7459 16983
3202 9935 15129
3203 13823 17704
3204 229 14687
3205 1922 18913
3206 8314 14799
3207 2736 4177
3208 5479 10181
3209 10899 19772
3210 18551 17476
3211 7438 13302
3212 18507 17751
3213 14788 8278
3214 11158 1227
3215 6 3616
3216 599 9834
3217 1315 3817
3218 1520 10533
3219 5220 15137
3220 14050 18100
3221 9250 3493
3222 4021 2363
3223 8895 11985
3224 11756 9499
3225 3326 16145
3226 9446 6658
3227 4408 10763
3228 15393 4305
3229 5531 15547
3230 19163 6550
3231 12735 1888
3232 5704 19761
3233 6645 14049
3234 5538 3575
3235 1674 8216
3236 11708 15939
3237 14653 10923
3238 19260 15728
3239 5227 3547
3240 16043 11015
3241 14025 8552
3242 15667 5488
3243 6144 14784
3244 10331 11059
3245 13960 11674
3246 9914 9493
3247 5605 6694
3248 17095 15617
3249 19192 12249
3250 16817 2632
3251 18570 17217
3252 4492 8524
3253 604 9574
3254 13120 3751
3255 11117 2182
3256 7085 5514
